,Município Acidente,Ano,Mês,Sexo,Turno Acidente,Tipo de Acidente,Meio de Locomoção da Vítima,Faixa Etária,Latitude Acidente,Longitude Acidente
872,Olimpia,2017,2,Masculino,Noite,Colisao,Automovel,65-69,-20.638183377,-48.91758138
873,Olimpia,2017,3,Masculino,Manha,Colisao,Bicicleta,0-17,-20.729332,-48.911618
874,Olimpia,2017,3,Masculino,Tarde,Colisao,Automovel,50-54,-20.7013950182,-48.9414149622
875,Onda Verde,2016,12,Masculino,Tarde,Colisão,Automóvel,80 Ou Mais,-20.620230249,-49.3338306385
876,Onda Verde,2017,3,Masculino,Nao Disponivel,Colisao,Motocicleta,25-29,-20.6580465066,-49.3411761193
877,Oriente,2017,3,Masculino,Madrugada,Colisao,Motocicleta,25-29,-22.1418868485,-50.1087354067
878,Orindiuva,2017,3,Masculino,Manha,Outros,Motocicleta,40-44,-20.1285260554,-49.3392973366
879,Osasco,2016,12,Masculino,Madrugada,Colisão,Automóvel,18-24,-23.5777301941,-46.8096947257
880,Osasco,2016,12,Masculino,Não Disponível,Colisão,Motocicleta,18-24,-23.5256153929,-46.7550052409
881,Osasco,2016,12,Masculino,Madrugada,Colisão,Motocicleta,30-34,-23.539411,-46.801023
882,Osasco,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,35-39,-23.5202427707,-46.7793461132
883,Osasco,2016,12,Feminino,Madrugada,Atropelamento,Pedestre,40-44,-23.5202427707,-46.7793461132
884,Osasco,2016,12,Feminino,Madrugada,Não Especificado,Não Especificado,60-64,Não Disponível,Não Disponível 
885,Osasco,2016,12,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-23.549659,-46.816048
886,Osasco,2016,12,Masculino,Manhã,Atropelamento,Pedestre,Não Disponível,Não Disponível,Não Disponível 
887,Osasco,2017,1,Masculino,Manhã,Atropelamento,Pedestre,55-59,-23.555823,-46.779538
888,Osasco,2017,2,Masculino,Manhã,Nao Disponivel,Motocicleta,25-29,Não Disponível,Não Disponível
889,Osasco,2017,2,Masculino,Noite,Nao Disponivel,Nao Disponivel,25-29,Não Disponível,Não Disponível
890,Osasco,2017,2,Masculino,Madrugada,Choque,Motocicleta,30-34,-23.535311,-46.787844
891,Osasco,2017,2,Masculino,Manhã,Atropelamento,Pedestre,70-74,-23.5325090246,-46.7846543965
892,Osasco,2017,3,Masculino,Noite,Colisao,Motocicleta,0-17,-23.529472,-46.805763
893,Osasco,2017,3,Masculino,Tarde,Choque,Automovel,40-44,-23.5211397813,-46.7850844013
894,Osasco,2017,3,Masculino,Noite,Atropelamento,Pedestre,65-69,-23.494942,-46.797996
895,Osasco,2017,3,Masculino,Noite,Atropelamento,Pedestre,75-79,-23.551544,-46.779069
896,Osasco,2017,3,Masculino,Tarde,Choque,Automovel,75-79,-23.560372,-46.787643
897,Osasco,2017,3,Feminino,Madrugada,Atropelamento,Pedestre,80 Ou Mais,NAO DISPONIVEL,NAO DISPONIVEL 
898,Osasco,2017,3,Masculino,Noite,Atropelamento,Pedestre,Nao Disponivel,-23.5202427707,-46.7793461132
899,Osvaldo Cruz,2016,12,Feminino,Não Disponível,Atropelamento,Pedestre,30-34,-21.7635676597,-50.9148071067
900,Osvaldo Cruz,2017,2,Masculino,Não Disponível,Atropelamento,Pedestre,0-17,-21.813455,-50.913781
901,Ourinhos,2016,12,Masculino,Manhã,Colisão,Bicicleta,70-74,-22.9659003417,-49.8649593328
902,Ourinhos,2017,1,Masculino,Noite,Colisão,Motocicleta,18-24,-22.9714230402,-49.8693984416
903,Ourinhos,2017,2,Masculino,Noite,Nao Disponivel,Motocicleta,18-24,-22.962618,-49.910112
904,Ourinhos,2017,2,Feminino,Noite,Atropelamento,Pedestre,35-39,-22.909350559,-49.771479484
905,Ourinhos,2017,3,Masculino,Noite,Colisao,Bicicleta,60-64,-22.982755,-49.865246
906,Palmares Paulista,2017,1,Não Disponível,Noite,Choque,Automóvel,18-24,-21.121055565,-48.838229885
907,Palmares Paulista,2017,1,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-21.0841840763,-48.8044652135
908,Palmares Paulista,2017,2,Masculino,Noite,Outros,Automovel,0-17,Não Disponível,Não Disponível
909,Palmares Paulista,2017,2,Masculino,Noite,Outros,Automovel,18-24,Não Disponível,Não Disponível
910,Palmeira D Oeste,2017,3,Feminino,Tarde,Outros,Automovel,50-54,-20.406975321,-50.76455162
911,Palmital,2017,1,Masculino,Noite,Outros,Motocicleta,18-24,-22.76913,-50.21474
912,Panorama,2017,2,Masculino,Não Disponível,Colisao,Motocicleta,40-44,-21.3399923256,-51.8352380785
913,Paraguacu Paulista,2016,12,Feminino,Madrugada,Colisão,Automóvel,40-44,-22.5855011777,-50.4995770326
914,Paraguacu Paulista,2017,1,Masculino,Madrugada,Outros,Automóvel,25-29,-22.338798,-50.561472
915,Paraiso,2016,12,Feminino,Madrugada,Outros,Automóvel,70-74,-20.985856,-48.804341
916,Paranapanema,2016,12,Masculino,Madrugada,Colisão,Motocicleta,0-17,-23.449472,-48.888613
917,Paranapanema,2017,2,Masculino,Noite,Atropelamento,Pedestre,0-17,-23.451904,-48.889973
918,Pardinho,2016,12,Masculino,Manhã,Colisão,Motocicleta,50-54,-23.087963511,-48.381560967
919,Pardinho,2017,2,Masculino,Noite,Colisao,Automovel,55-59,-23.1443960187,-48.412679045
920,Pariquera-Acu,2016,12,Masculino,Noite,Não Especificado,Motocicleta,18-24,Não Disponível,Não Disponível 
921,Pariquera-Acu,2017,2,Masculino,Noite,Colisao,Motocicleta,45-49,-24.709236968,-47.8847832506
922,Pariquera-Acu,2017,3,Masculino,Noite,Atropelamento,Pedestre,18-24,-24.7256022945,-47.8774003234
923,Paulinia,2016,12,Masculino,Manhã,Choque,Automóvel,65-69,-22.778137,-47.169693
924,Paulinia,2017,2,Masculino,Madrugada,Outros,Motocicleta,30-34,-22.7006309528,-47.1474380208
925,Paulinia,2017,2,Masculino,Não Disponível,Colisao,Motocicleta,30-34,-22.737263,-47.18224
926,Paulinia,2017,3,Masculino,Noite,Atropelamento,Pedestre,45-49,-22.73984163,-47.1585907008
927,Pederneiras,2017,3,Masculino,Noite,Outros,Automovel,45-49,-22.33049,-48.9196
928,Pedreira,2017,2,Masculino,Tarde,Colisao,Motocicleta,25-29,-22.743195,-46.912248
929,Pedreira,2017,3,Masculino,Nao Disponivel,Colisao,Motocicleta,18-24,-22.740928087,-46.895584999
930,Penapolis,2016,12,Masculino,Manhã,Atropelamento,Pedestre,75-79,-21.414143,-50.077638
931,Pereira Barreto,2017,3,Masculino,Noite,Colisao,Bicicleta,50-54,-20.630524,-51.101841
932,Pereiras,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,30-34,-23.0612763657,-47.9674137098
933,Peruibe,2016,12,Feminino,Manhã,Colisão,Motocicleta,18-24,-24.302337,-47.02198
934,Peruibe,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,60-64,-24.2408941341,-46.9128937062
935,Peruibe,2017,2,Feminino,Noite,Atropelamento,Pedestre,55-59,-24.315814,-47.008916
936,Peruibe,2017,2,Masculino,Noite,Atropelamento,Pedestre,55-59,-24.300939145,-47.01477228
937,Peruibe,2017,3,Feminino,Tarde,Colisao,Motocicleta,18-24,-24.285179,-46.965883
938,Peruibe,2017,3,Masculino,Noite,Atropelamento,Pedestre,Nao Disponivel,-24.2628461076,-46.9494944494
939,Piacatu,2017,2,Feminino,Noite,Colisao,Automovel,65-69,-21.611561,-50.614836
940,Piedade,2017,2,Masculino,Tarde,Choque,Motocicleta,0-17,-23.7237911266,-47.4190805526
941,Piedade,2017,2,Masculino,Manhã,Colisao,Motocicleta,18-24,-23.7559907699,-47.4365473366
942,Piedade,2017,3,Masculino,Nao Disponivel,Colisao,Motocicleta,25-29,-23.794232,-47.569913
943,Piedade,2017,3,Masculino,Manha,Colisao,Motocicleta,35-39,-23.759041896,-47.4639464832
944,Pilar Do Sul,2016,12,Masculino,Noite,Colisão,Automóvel,40-44,-23.787104,-47.788631
945,Pilar Do Sul,2017,1,Masculino,Noite,Choque,Motocicleta,40-44,-23.794365,-47.741599
946,Pilar Do Sul,2017,2,Feminino,Madrugada,Choque,Automovel,40-44,-23.802050327,-47.801138652
947,Pilar Do Sul,2017,3,Masculino,Tarde,Colisao,Motocicleta,35-39,-23.8265819596,-47.7068866969
948,Pindamonhangaba,2016,12,Feminino,Tarde,Colisão,Motocicleta,30-34,-22.956321,-45.507784
949,Pindamonhangaba,2016,12,Masculino,Madrugada,Colisão,Caminhão,60-64,-22.9901584988,-45.4807368608
950,Pindamonhangaba,2016,12,Masculino,Noite,Colisão,Bicicleta,70-74,-22.8854080533,-45.5313586334
951,Pindamonhangaba,2016,12,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-22.9523916567,-45.404902139
952,Pindamonhangaba,2017,1,Masculino,Tarde,Choque,Motocicleta,50-54,-22.8901164654,-45.3788279993
953,Pindamonhangaba,2017,1,Masculino,Noite,Colisão,Bicicleta,55-59,-22.9414001,-45.471981641
954,Pindamonhangaba,2017,2,Masculino,Noite,Nao Disponivel,Motocicleta,30-34,-22.9816595355,-45.4633534079
955,Pindamonhangaba,2017,2,Feminino,Madrugada,Atropelamento,Pedestre,65-69,-22.958978,-45.407575
956,Pindamonhangaba,2017,2,Masculino,Manhã,Colisao,Bicicleta,70-74,-22.9344832889,-45.4592292173
957,Pindamonhangaba,2017,3,Masculino,Noite,Atropelamento,Pedestre,50-54,-22.9695167869,-45.4387591757
958,Pinhalzinho,2016,12,Feminino,Não Disponível,Colisão,Automóvel,35-39,-22.8293371925,-46.5582714621
959,Pinhalzinho,2016,12,Masculino,Não Disponível,Colisão,Automóvel,40-44,-22.8293371925,-46.5582714621
960,Pinhalzinho,2016,12,Masculino,Noite,Colisão,Automóvel,40-44,-22.80877,-46.537034
961,Pinhalzinho,2017,2,Masculino,Noite,Colisao,Motocicleta,50-54,-22.7924531363,-46.5554377425
962,Pinhalzinho,2017,2,Masculino,Noite,Colisao,Automovel,70-74,-22.7767064928,-46.5632462322
963,Piracaia,2016,12,Masculino,Não Disponível,Colisão,Bicicleta,18-24,-23.0567502687,-46.364514963
964,Piracaia,2016,12,Masculino,Manhã,Colisão,Motocicleta,25-29,-23.1071607297,-46.4653390531
965,Piracaia,2016,12,Masculino,Tarde,Colisão,Motocicleta,35-39,-23.1071607297,-46.4653390531
966,Piracaia,2016,12,Feminino,Manhã,Colisão,Motocicleta,50-54,-23.1071607297,-46.4653390531
967,Piracaia,2016,12,Masculino,Não Disponível,Colisão,Motocicleta,50-54,-23.0314501026,-46.3386503557
968,Piracicaba,2016,12,Feminino,Noite,Choque,Automóvel,18-24,-22.702385,-47.647257
969,Piracicaba,2016,12,Masculino,Manhã,Choque,Motocicleta,18-24,-22.711046,-47.63861
970,Piracicaba,2016,12,Masculino,Noite,Choque,Automóvel,18-24,-22.702385,-47.647257
971,Piracicaba,2016,12,Feminino,Manhã,Atropelamento,Pedestre,25-29,-22.729837,-47.648184
972,Piracicaba,2016,12,Masculino,Noite,Atropelamento,Pedestre,50-54,-22.766101,-47.589674
973,Piracicaba,2016,12,Masculino,Tarde,Colisão,Automóvel,60-64,-22.751925,-47.687364
974,Piracicaba,2016,12,Masculino,Manhã,Atropelamento,Pedestre,80 Ou Mais,-22.753719,-47.647897
975,Piracicaba,2017,1,Masculino,Noite,Outros,Motocicleta,0-17,-22.696199,-47.671693
976,Piracicaba,2017,1,Masculino,Noite,Choque,Motocicleta,18-24,-22.742041,-47.675751
977,Piracicaba,2017,1,Masculino,Noite,Não Disponível,Não Disponível,25-29,Não Disponível,Não Disponível 
978,Piracicaba,2017,1,Masculino,Noite,Colisão,Motocicleta,35-39,-22.694565,-47.670482
979,Piracicaba,2017,1,Masculino,Tarde,Não Disponível,Não Disponível,35-39,Não Disponível,Não Disponível 
980,Piracicaba,2017,2,Feminino,Noite,Colisao,Bicicleta,0-17,-22.757675,-47.653576
981,Piracicaba,2017,2,Masculino,Tarde,Colisao,Motocicleta,0-17,-22.749213,-47.685167
982,Piracicaba,2017,2,Masculino,Manhã,Colisao,Motocicleta,18-24,-22.6748266594,-47.7420547383
983,Piracicaba,2017,2,Masculino,Noite,Choque,Automovel,25-29,Não Disponível,Não Disponível
984,Piracicaba,2017,2,Masculino,Tarde,Choque,Automovel,25-29,-22.7436008735,-47.7180354119
985,Piracicaba,2017,2,Feminino,Manhã,Colisao,Automovel,45-49,-22.702832,-47.648452
986,Piracicaba,2017,2,Masculino,Tarde,Outros,Automovel,45-49,-22.758645,-47.947705
987,Piracicaba,2017,3,Masculino,Madrugada,Choque,Automovel,18-24,-22.7337511819,-47.5526913909
988,Piracicaba,2017,3,Masculino,Tarde,Choque,Motocicleta,30-34,-22.695697,-47.669106
989,Piracicaba,2017,3,Masculino,Noite,Outros,Motocicleta,35-39,-22.7655354835,-47.6455527638
990,Piracicaba,2017,3,Masculino,Noite,Outros,Motocicleta,40-44,-22.755074,-47.647082
991,Piracicaba,2017,3,Masculino,Noite,Nao Disponivel,Nao Disponivel,65-69,NAO DISPONIVEL,NAO DISPONIVEL 
992,Piracicaba,2017,3,Masculino,Manha,Colisao,Bicicleta,75-79,-22.6577759334,-47.7869150355
993,Piraju,2017,3,Masculino,Noite,Colisao,Automovel,35-39,-23.2834334646,-49.2257933512
994,Pirassununga,2017,1,Masculino,Madrugada,Colisão,Motocicleta,18-24,-22.005657,-47.409082
995,Pirassununga,2017,1,Masculino,Noite,Atropelamento,Pedestre,40-44,-22.0265,-47.4362
996,Pirassununga,2017,1,Masculino,Tarde,Colisão,Motocicleta,40-44,-22.005608,-47.422793
997,Pirassununga,2017,1,Masculino,Tarde,Atropelamento,Pedestre,75-79,-22.0091232487,-47.3621550627
998,Piratininga,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,Não Disponível,-22.4625172759,-49.1970911829
999,Pitangueiras,2017,2,Feminino,Noite,Outros,Automovel,18-24,-20.9805434722,-48.2772934038
1000,Pitangueiras,2017,2,Feminino,Noite,Outros,Automovel,18-24,-20.9805434722,-48.2772934038
1001,Pitangueiras,2017,2,Feminino,Noite,Outros,Automovel,18-24,-20.9805434722,-48.2772934038
1002,Poa,2017,2,Feminino,Madrugada,Choque,Automovel,50-54,-23.51092,-46.337689
1003,Poa,2017,2,Feminino,Madrugada,Choque,Automovel,Não Disponível,-23.51092,-46.337689
1004,Pompeia,2016,12,Masculino,Não Disponível,Colisão,Motocicleta,25-29,-22.103267371,-50.2160019865
1005,Pontal,2016,12,Masculino,Não Disponível,Outros,Automóvel,18-24,-21.00203,-48.041746
1006,Pontal,2017,3,Masculino,Noite,Colisao,Bicicleta,18-24,-20.881508,-47.976114
1007,Pontes Gestal,2016,12,Masculino,Tarde,Choque,Automóvel,18-24,-20.13142,-49.762327
1008,Porangaba,2017,2,Masculino,Madrugada,Colisao,Caminhao,45-49,-23.236433681,-48.130406068
1009,Porto Feliz,2016,12,Masculino,Não Disponível,Colisão,Motocicleta,30-34,-23.26384949,-47.5212843836
1010,Porto Feliz,2017,3,Masculino,Madrugada,Colisao,Automovel,45-49,-23.3332268428,-47.5530093667
1011,Porto Ferreira,2016,12,Feminino,Noite,Outros,Bicicleta,18-24,-21.842986,-47.474193
1012,Porto Ferreira,2016,12,Masculino,Manhã,Outros,Motocicleta,30-34,-21.8412275007,-47.4077788007
1013,Porto Ferreira,2016,12,Masculino,Madrugada,Não Especificado,Não Especificado,45-49,-21.8024704184,-47.5051138054
1014,Porto Ferreira,2017,2,Masculino,Tarde,Atropelamento,Pedestre,18-24,-21.86019646,-47.472073268
1015,Praia Grande,2016,12,Masculino,Manhã,Choque,Motocicleta,18-24,-24.053319,-46.547517
1016,Praia Grande,2016,12,Masculino,Manhã,Colisão,Motocicleta,30-34,-24.036341,-46.520518
1017,Praia Grande,2016,12,Masculino,Noite,Colisão,Bicicleta,45-49,-24.018448627,-46.471646917
1018,Praia Grande,2016,12,Masculino,Noite,Não Especificado,Bicicleta,45-49,-24.087344,-46.605826
1019,Praia Grande,2016,12,Masculino,Madrugada,Choque,Motocicleta,50-54,-24.022053,-46.469255
1020,Praia Grande,2016,12,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,Não Disponível,Não Disponível 
1021,Praia Grande,2017,1,Feminino,Madrugada,Choque,Motocicleta,0-17,-24.022514,-46.483143
1022,Praia Grande,2017,1,Masculino,Manhã,Colisão,Motocicleta,18-24,-24.02989,-46.516253
1023,Praia Grande,2017,1,Masculino,Manhã,Colisão,Motocicleta,30-34,-24.025245429,-46.492883798
1024,Praia Grande,2017,1,Masculino,Tarde,Colisão,Motocicleta,35-39,-23.999072,-46.448693
1025,Praia Grande,2017,1,Masculino,Noite,Atropelamento,Pedestre,40-44,-24.0822012968,-46.6006646944
1026,Praia Grande,2017,1,Masculino,Noite,Colisão,Bicicleta,50-54,-24.0229006168,-46.5050503083
1027,Praia Grande,2017,1,Masculino,Noite,Não Disponível,Motocicleta,50-54,-24.030916,-46.524347
1028,Praia Grande,2017,2,Masculino,Noite,Choque,Automovel,25-29,-24.032543,-46.50768
1029,Praia Grande,2017,2,Masculino,Noite,Colisao,Motocicleta,35-39,-24.018448627,-46.471646917
1030,Praia Grande,2017,2,Masculino,Tarde,Colisao,Motocicleta,45-49,-24.03475015,-46.5285810816
1031,Praia Grande,2017,2,Masculino,Não Disponível,Outros,Bicicleta,50-54,Não Disponível,Não Disponível
1032,Praia Grande,2017,2,Masculino,Tarde,Colisao,Automovel,60-64,-24.045506,-46.530207
1033,Praia Grande,2017,3,Masculino,Noite,Atropelamento,Pedestre,25-29,-24.012578576,-46.450091115
1034,Praia Grande,2017,3,Masculino,Noite,Colisao,Bicicleta,40-44,-24.044854,-46.525047
1035,Praia Grande,2017,3,Masculino,Noite,Choque,Motocicleta,45-49,-24.052182,-46.541268
1036,Praia Grande,2017,3,Feminino,Manha,Atropelamento,Pedestre,80 Ou Mais,-24.033398,-46.500646
1037,Praia Grande,2017,3,Feminino,Noite,Atropelamento,Pedestre,80 Ou Mais,-24.014446,-46.448554
1038,Presidente Bernardes,2016,12,Masculino,Manhã,Colisão,Motocicleta,30-34,-22.024599831,-51.553039882
1039,Presidente Epitacio,2017,1,Masculino,Noite,Colisão,Automóvel,60-64,-21.774242,-52.118556
1040,Presidente Epitacio,2017,3,Masculino,Noite,Outros,Motocicleta,18-24,-21.774926,-52.119625
1041,Presidente Prudente,2016,12,Feminino,Noite,Outros,Motocicleta,30-34,-22.139671,-51.451893
1042,Presidente Prudente,2017,2,Feminino,Tarde,Atropelamento,Pedestre,75-79,-22.130812,-51.386227
1043,Presidente Prudente,2017,3,Masculino,Nao Disponivel,Choque,Motocicleta,18-24,-22.097918,-51.388497
1044,Presidente Prudente,2017,3,Masculino,Noite,Choque,Motocicleta,18-24,-22.13615,-51.448313
1045,Presidente Prudente,2017,3,Masculino,Noite,Nao Disponivel,Nao Disponivel,30-34,NAO DISPONIVEL,NAO DISPONIVEL 
1046,Presidente Prudente,2017,3,Masculino,Noite,Choque,Motocicleta,45-49,-22.114186,-51.418524
1047,Presidente Prudente,2017,3,Masculino,Noite,Atropelamento,Pedestre,55-59,-22.114155,-51.391578
1048,Presidente Prudente,2017,3,Masculino,Noite,Colisao,Motocicleta,55-59,-22.0356383071,-51.4108561159
1049,Presidente Venceslau,2017,3,Masculino,Manha,Colisao,Caminhao,35-39,-21.870106087,-51.830117286
1050,Presidente Venceslau,2017,3,Masculino,Tarde,Atropelamento,Pedestre,35-39,-21.889815,-51.843322
1051,Presidente Venceslau,2017,3,Nao Disponivel,Manha,Colisao,Caminhao,Nao Disponivel,-21.870106087,-51.830117286
1052,Promissao,2016,12,Masculino,Noite,Não Especificado,Motocicleta,18-24,-21.535629,-49.851376
1053,Rafard,2017,2,Masculino,Madrugada,Choque,Automovel,25-29,-23.039898,-47.532744
1054,Rafard,2017,3,Feminino,Tarde,Atropelamento,Pedestre,65-69,-23.011075,-47.526927
1055,Rancharia,2017,2,Masculino,Noite,Colisao,Motocicleta,40-44,-22.2192401907,-50.9131878961
1056,Rancharia,2017,3,Masculino,Madrugada,Outros,Caminhao,25-29,-22.4063147538,-51.0580483236
1057,Reginopolis,2017,1,Feminino,Não Disponível,Não Disponível,Não Disponível,70-74,Não Disponível,Não Disponível 
1058,Registro,2016,12,Feminino,Tarde,Colisão,Não Especificado,55-59,-24.4731070657,-47.825759189
1059,Registro,2016,12,Feminino,Tarde,Colisão,Não Especificado,60-64,-24.4731070657,-47.825759189
1060,Registro,2017,1,Masculino,Tarde,Atropelamento,Pedestre,75-79,-24.4876516279,-47.8349352013
1061,Registro,2017,3,Masculino,Tarde,Colisao,Automovel,25-29,-24.5190048445,-47.8528965969
1062,Registro,2017,3,Masculino,Madrugada,Atropelamento,Pedestre,Nao Disponivel,-24.5029461411,-47.8477286029
1063,Restinga,2017,3,Masculino,Tarde,Colisao,Automovel,50-54,-20.6509712274,-47.4860942689
1064,Ribeira,2016,12,Masculino,Tarde,Choque,Motocicleta,18-24,-24.610046,-49.069799
1065,Ribeirao Bonito,2017,3,Masculino,Madrugada,Outros,Automovel,18-24,-22.077865816,-48.176404584
1066,Ribeirao Pires,2016,12,Masculino,Tarde,Não Especificado,Motocicleta,25-29,-23.728742127,-46.4248396854
1067,Ribeirao Pires,2016,12,Feminino,Manhã,Atropelamento,Pedestre,45-49,-23.638083,-46.393612
1068,Ribeirao Pires,2016,12,Masculino,Tarde,Outros,Caminhão,45-49,-23.731136,-46.421709
1069,Ribeirao Pires,2016,12,Masculino,Madrugada,Colisão,Automóvel,60-64,-23.7172405346,-46.4015047396
1070,Ribeirao Pires,2017,1,Masculino,Manhã,Atropelamento,Pedestre,0-17,-23.68215,-46.349492
1071,Ribeirao Pires,2017,1,Masculino,Manhã,Atropelamento,Pedestre,75-79,-23.707948,-46.416786
1072,Ribeirao Pires,2017,1,Masculino,Noite,Não Disponível,Não Disponível,75-79,-23.694438,-46.396574
1073,Ribeirao Pires,2017,2,Feminino,Noite,Colisao,Motocicleta,18-24,-23.690341,-46.392869
1074,Ribeirao Pires,2017,2,Masculino,Noite,Atropelamento,Pedestre,18-24,-23.6984612266,-46.40215399
1075,Ribeirao Pires,2017,2,Masculino,Noite,Colisao,Motocicleta,18-24,-23.690341,-46.392869
1076,Ribeirao Pires,2017,2,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-22.7006309528,-47.1474380208
1077,Ribeirao Pires,2017,3,Masculino,Madrugada,Choque,Automovel,18-24,-23.640169,-46.389994
1078,Ribeirao Pires,2017,3,Masculino,Noite,Atropelamento,Pedestre,45-49,-23.6790594764,-46.3535190251
1079,Ribeirao Pires,2017,3,Masculino,Noite,Atropelamento,Pedestre,50-54,-23.7172405346,-46.4015047396
1080,Ribeirao Preto,2016,12,Masculino,Madrugada,Colisão,Motocicleta,18-24,-21.157434,-47.797365
1081,Ribeirao Preto,2016,12,Masculino,Tarde,Colisão,Bicicleta,50-54,-21.145774,-47.842507
1082,Ribeirao Preto,2016,12,Feminino,Manhã,Colisão,Automóvel,55-59,-21.2077568703,-47.8549181888
1083,Ribeirao Preto,2016,12,Masculino,Noite,Colisão,Automóvel,55-59,-21.285265309,-47.8087466851
1084,Ribeirao Preto,2016,12,Feminino,Madrugada,Atropelamento,Pedestre,80 Ou Mais,-21.162936,-47.802111
1085,Ribeirao Preto,2016,12,Feminino,Noite,Atropelamento,Pedestre,Não Disponível,-21.2077568703,-47.8549181888
1086,Ribeirao Preto,2017,1,Masculino,Manhã,Choque,Motocicleta,25-29,-21.131477,-47.742225
1087,Ribeirao Preto,2017,1,Feminino,Noite,Colisão,Motocicleta,35-39,-21.156972,-47.824049
1088,Ribeirao Preto,2017,1,Masculino,Noite,Atropelamento,Pedestre,35-39,-21.109365059,-47.7731884088
1089,Ribeirao Preto,2017,1,Masculino,Noite,Não Disponível,Não Disponível,45-49,Não Disponível,Não Disponível 
1090,Ribeirao Preto,2017,1,Masculino,Manhã,Colisão,Caminhão,50-54,-21.0993925237,-47.7616865985
1091,Ribeirao Preto,2017,1,Masculino,Noite,Colisão,Bicicleta,55-59,-21.206301,-47.749715
1092,Ribeirao Preto,2017,1,Feminino,Noite,Colisão,Não Disponível,60-64,-21.17059,-47.808787
1093,Ribeirao Preto,2017,1,Masculino,Noite,Outros,Bicicleta,60-64,-21.173778,-47.858306
1094,Ribeirao Preto,2017,2,Masculino,Noite,Atropelamento,Motocicleta,18-24,-21.172785594,-47.794332415
1095,Ribeirao Preto,2017,2,Masculino,Tarde,Colisao,Motocicleta,18-24,-21.141116,-47.795817
1096,Ribeirao Preto,2017,2,Masculino,Noite,Colisao,Motocicleta,25-29,-21.1773795944,-47.8440570339
1097,Ribeirao Preto,2017,2,Masculino,Tarde,Colisao,Motocicleta,25-29,-21.1933325637,-47.7543739903
1098,Ribeirao Preto,2017,2,Masculino,Tarde,Colisao,Motocicleta,35-39,-21.1158320833,-47.8255539055
1099,Ribeirao Preto,2017,2,Masculino,Manhã,Colisao,Bicicleta,65-69,-21.1688557549,-47.8031846329
1100,Ribeirao Preto,2017,2,Masculino,Tarde,Colisao,Motocicleta,65-69,-21.221734743,-47.7820562208
1101,Ribeirao Preto,2017,3,Masculino,Madrugada,Choque,Motocicleta,18-24,-21.133387,-47.816052
1102,Ribeirao Preto,2017,3,Masculino,Noite,Colisao,Motocicleta,25-29,-21.267083605,-47.7560474106
1103,Ribeirao Preto,2017,3,Masculino,Madrugada,Nao Disponivel,Motocicleta,30-34,-21.17988,-47.83148
1104,Ribeirao Preto,2017,3,Masculino,Noite,Atropelamento,Pedestre,35-39,-21.1206009401,-47.8336991948
1105,Ribeirao Preto,2017,3,Masculino,Noite,Colisao,Automovel,35-39,-21.2077568703,-47.8549181888
1106,Ribeirao Preto,2017,3,Masculino,Manha,Atropelamento,Pedestre,50-54,NAO DISPONIVEL,NAO DISPONIVEL 
1107,Ribeirao Preto,2017,3,Feminino,Nao Disponivel,Atropelamento,Pedestre,65-69,NAO DISPONIVEL,NAO DISPONIVEL 
1108,Rincao,2016,12,Masculino,Madrugada,Choque,Automóvel,18-24,-21.551134,-48.119142
1109,Rincao,2017,2,Masculino,Noite,Outros,Motocicleta,0-17,Não Disponível,Não Disponível
1110,Rinopolis,2016,12,Feminino,Madrugada,Colisão,Automóvel,50-54,-21.6893629191,-50.6239353277
1111,Rio Claro,2016,12,Masculino,Não Disponível,Atropelamento,Pedestre,35-39,-22.324579,-47.543965
1112,Rio Claro,2016,12,Masculino,Noite,Atropelamento,Pedestre,40-44,-22.514108938,-47.5846229067
1113,Rio Claro,2016,12,Masculino,Noite,Colisão,Motocicleta,40-44,-22.429642,-47.581382
1114,Rio Claro,2016,12,Masculino,Manhã,Não Especificado,Não Especificado,50-54,Não Disponível,Não Disponível 
1115,Rio Claro,2017,1,Masculino,Tarde,Atropelamento,Pedestre,35-39,-22.418646,-47.574842
1116,Rio Claro,2017,1,Masculino,Não Disponível,Não Disponível,Não Disponível,50-54,Não Disponível,Não Disponível 
1117,Rio Claro,2017,2,Masculino,Noite,Colisao,Motocicleta,30-34,-22.356389662,-47.545413163
1118,Rio Claro,2017,2,Masculino,Noite,Outros,Motocicleta,40-44,-22.2879,-47.548917
1119,Rio Claro,2017,2,Masculino,Manhã,Colisao,Nao Disponivel,70-74,-22.394759,-47.572523
1120,Rio Claro,2017,3,Masculino,Manha,Colisao,Motocicleta,40-44,-22.377321,-47.542379
1121,Rio Claro,2017,3,Masculino,Noite,Colisao,Motocicleta,40-44,-22.380235,-47.575613
1122,Rio Das Pedras,2017,3,Masculino,Noite,Nao Disponivel,Nao Disponivel,50-54,NAO DISPONIVEL,NAO DISPONIVEL 
