,  Município Acidente ,Ano,Mês,Sexo,Turno Acidente,Tipo de Acidente,Meio de Locomoção da Vítima,Faixa Etária,Latitude Acidente,Longitude Acidente
3239, CANDIDO MOTA ,2017.0,3.0, FEMININO , NOITE , COLISAO , AUTOMOVEL , 45-49 ,-22.7140759701865 ,-50.3028250689433 
3240, CANDIDO MOTA ,2017.0,3.0, FEMININO , NOITE , COLISAO , AUTOMOVEL , 65-69 ,-22.7140759701865 ,-50.3028250689433 
3241, CANDIDO MOTA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 50-54 ,-22.7140759701865 ,-50.3028250689433 
3242, CANDIDO MOTA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 65-69 ,-22.7140759701865 ,-50.3028250689433 
3243, CAPAO BONITO ,2017.0,3.0, FEMININO , NOITE , COLISAO , AUTOMOVEL , 45-49 , -23.964192853 , -48.395735030 
3244, CAPAO BONITO ,2017.0,3.0, FEMININO , NOITE , COLISAO , AUTOMOVEL , 70-74 , -23.964192853 , -48.395735030 
3245, CAPAO BONITO ,2017.0,3.0, FEMININO , TARDE , NAO DISPONIVEL , AUTOMOVEL , 25-29 , -24.0340654966553 , -48.3487338526932 
3246, CARAGUATATUBA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , BICICLETA , 55-59 , -23.711314 , -45.442333 
3247, CARAPICUIBA ,2017.0,3.0, FEMININO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 65-69 , -23.552171 , -46.825223 
3248, CARAPICUIBA ,2017.0,3.0, FEMININO , TARDE , COLISAO , MOTOCICLETA , 50-54 , -23.524116 , -46.83028 
3249, CARAPICUIBA ,2017.0,3.0, MASCULINO , MADRUGADA , COLISAO , MOTOCICLETA , 35-39 , -23.557615 , -46.843041 
3250, CARAPICUIBA ,2017.0,3.0, MASCULINO , MANHA , COLISAO , MOTOCICLETA , 40-44 , -23.520088 , -46.856209 
3251, CATANDUVA ,2017.0,3.0, FEMININO , MANHA , COLISAO , AUTOMOVEL , 50-54 , -21.170510000 , -48.973100000 
3252, CATANDUVA ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , OUTROS , AUTOMOVEL , 40-44 , -21.164605 , -48.98852 
3253, CATANDUVA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 45-49 , -21.140335 , -48.953988 
3254, CEDRAL ,2017.0,3.0, MASCULINO , MADRUGADA , ATROPELAMENTO , MOTOCICLETA , 50-54 , -20.917718 , -49.293726 
3255, CEDRAL ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , OUTROS , AUTOMOVEL , 0-17 , -20.913307 , -49.265201 
3256, CESARIO LANGE ,2017.0,3.0, FEMININO , NOITE , COLISAO , MOTOCICLETA , 0-17 , -23.2060857088393 , -47.9463294979764 
3257, COLINA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , BICICLETA , 45-49 , -20.724074 , -48.528934 
3258, CONCHAS ,2017.0,3.0, MASCULINO , MANHA , CHOQUE , MOTOCICLETA , 18-24 , -23.022932 , -48.011540 
3259, CONCHAS ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 75-79 , -23.016972 , -48.002521 
3260, COSMORAMA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 50-54 , -20.4938580789318 , -49.7889106938659 
3261, COTIA ,2017.0,3.0, FEMININO , MADRUGADA , CHOQUE , AUTOMOVEL , 55-59 , -23.606114 , -46.864747 
3262, COTIA ,2017.0,3.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 70-74 , NAO DISPONIVEL , NAO DISPONIVEL 
3263, COTIA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , MOTOCICLETA , 35-39 , -23.6072317029095 , -46.949553747602 
3264, COTIA ,2017.0,3.0, MASCULINO , NOITE , NAO DISPONIVEL , MOTOCICLETA , 25-29 , -23.600766 , -46.859746 
3265, CRAVINHOS ,2017.0,3.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 18-24 , -21.3689833173663 , -47.7143609073941 
3266, CUBATAO ,2017.0,3.0, FEMININO , TARDE , COLISAO , AUTOMOVEL , 80 ou mais ,-23.9006802520766 ,-46.4540881768063 
3267, DIADEMA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 40-44 , -23.6737178248696 , -46.6292903677342 
3268, DIADEMA ,2017.0,3.0, MASCULINO , TARDE , ATROPELAMENTO , PEDESTRE , 18-24 , -23.706374 , -46.599596 
3269, DIADEMA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , MOTOCICLETA , 35-39 , -23.7190105868336 , -46.6280489841033 
3270, DIADEMA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , MOTOCICLETA , 40-44 , -23.6815884061754 , -46.6102336432407 
3271, EMBU DAS ARTES ,2017.0,3.0, MASCULINO , NOITE , CHOQUE , AUTOMOVEL , 30-34 , NAO DISPONIVEL , NAO DISPONIVEL 
3272, EMBU DAS ARTES ,2017.0,3.0, NAO DISPONIVEL , MADRUGADA , COLISAO , AUTOMOVEL , NAO DISPONIVEL , -23.6829825045498 , -46.8584328215038 
3273, ESPIRITO SANTO DO PINHAL ,2017.0,3.0, FEMININO , TARDE , ATROPELAMENTO , PEDESTRE , 45-49 , -22.1889006581487 , -46.7668925625913 
3274, ESTRELA DO NORTE ,2017.0,3.0, MASCULINO , MADRUGADA , OUTROS , AUTOMOVEL , 18-24 , -22.486656 , -51.669552 
3275, FARTURA ,2017.0,3.0, FEMININO , NOITE , CHOQUE , MOTOCICLETA , 50-54 , -23.316826798925 , -49.4703470676695 
3276, FERNANDOPOLIS ,2017.0,3.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 65-69 , -20.265054 , -50.246393 
3277, Ferraz de Vasconcelos ,2017.0,3.0, MASCULINO , MANHA , ATROPELAMENTO , PEDESTRE , 50-54 , NAO DISPONIVEL , NAO DISPONIVEL 
3278, FERRAZ DE VASCONCELOS ,2017.0,3.0, NAO DISPONIVEL , TARDE , OUTROS , MOTOCICLETA , 25-29 , -23.556762 , -46.376559 
3279, FLOREAL ,2017.0,3.0, FEMININO , TARDE , CHOQUE , AUTOMOVEL , 0-17 , -20.6776613315769 , -50.1533021366963 
3280, FRANCA ,2017.0,3.0, MASCULINO , MADRUGADA , COLISAO , AUTOMOVEL , 30-34 , -20.4961626718974 , -47.4068409599611 
3281, FRANCA ,2017.0,3.0, MASCULINO , MADRUGADA , COLISAO , BICICLETA , 60-64 , -20.543754 , -47.374861 
3282, FRANCA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , BICICLETA , 70-74 , -20.483328 , -47.402523 
3283, FRANCO DA ROCHA ,2017.0,3.0, MASCULINO , MANHA , OUTROS , MOTOCICLETA , 18-24 , -23.3331645605602 , -46.7195586173892 
3284, FRANCO DA ROCHA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , MOTOCICLETA , 35-39 , -23.3136320656166 , -46.7569955772035 
3285, GUAPIACU ,2017.0,3.0, MASCULINO , MADRUGADA , OUTROS , MOTOCICLETA , 45-49 , -20.84152 , -49.214094 
3286, GUAPIARA ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , NAO DISPONIVEL , MOTOCICLETA , 0-17 , NAO DISPONIVEL , NAO DISPONIVEL 
3287, GUARAREMA ,2017.0,3.0, MASCULINO , MADRUGADA , NAO DISPONIVEL , AUTOMOVEL , 18-24 , -23.419026 , -46.003052 
3288, GUARATINGUETA ,2017.0,3.0, MASCULINO , MADRUGADA , NAO DISPONIVEL , NAO DISPONIVEL , 45-49 , NAO DISPONIVEL , NAO DISPONIVEL 
3289, GUARATINGUETA ,2017.0,3.0, MASCULINO , MANHA , ATROPELAMENTO , PEDESTRE , 18-24 , -22.7740847628428 , -45.1375561628128 
3290, GUARUJA ,2017.0,3.0, MASCULINO , MANHA , ATROPELAMENTO , MOTOCICLETA , 18-24 , -23.977829 , -46.272337 
3291, GUARUJA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , BICICLETA , 18-24 , -23.975199926 , -46.274567551 
3292, GUARUJA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , MOTOCICLETA , 45-49 , -23.941155 , -46.291198 
3293, GUARUJA ,2017.0,3.0, MASCULINO , TARDE , OUTROS , MOTOCICLETA , 35-39 , NAO DISPONIVEL , NAO DISPONIVEL 
3294, GUARULHOS ,2017.0,3.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 75-79 , -23.4600388220494 , -46.5224954406543 
3295, GUARULHOS ,2017.0,3.0, FEMININO , TARDE , ATROPELAMENTO , PEDESTRE , 55-59 , -23.469763 , -46.52243 
3296, GUARULHOS ,2017.0,3.0, MASCULINO , MANHA , ATROPELAMENTO , PEDESTRE , 50-54 , -23.446412 , -46.534194 
3297, GUARULHOS ,2017.0,3.0, MASCULINO , MANHA , COLISAO , AUTOMOVEL , 75-79 , -23.451476 , -46.508555 
3298, GUARULHOS ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , CHOQUE , MOTOCICLETA , 18-24 , -23.475965 , -46.438435 
3299, GUARULHOS ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 30-34 , -23.457861 , -46.530469 
3300, GUARULHOS ,2017.0,3.0, MASCULINO , NOITE , COLISAO , MOTOCICLETA , 30-34 , -23.4878005007521 , -46.5440180277602 
3301, HORTOLANDIA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 50-54 , -22.8923287689828 , -47.1741468459417 
3302, IBIUNA ,2017.0,3.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 35-39 , -23.659095398645 , -47.2240336394433 
3303, IBIUNA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 40-44 , -23.6919 , -47.2216 
3304, IGARATA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 50-54 , -23.2071386474618 , -46.1589847004521 
3305, IGUAPE ,2017.0,3.0, MASCULINO , NOITE , NAO DISPONIVEL , NAO DISPONIVEL , 55-59 , NAO DISPONIVEL , NAO DISPONIVEL 
3306, IGUAPE ,2017.0,3.0, MASCULINO , NOITE , OUTROS , MOTOCICLETA , 35-39 , -24.708081 , -47.576319 
3307, INDAIATUBA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 35-39 , -23.1048724691625 , -47.2013963480756 
3308, INDAIATUBA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , MOTOCICLETA , 35-39 , -23.098498 , -47.275151 
3309, INDAIATUBA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , BICICLETA , 65-69 , NAO DISPONIVEL , NAO DISPONIVEL 
3310, INDAIATUBA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , MOTOCICLETA , 40-44 , -23.113702 , -47.218629 
3311, INDIANA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , MOTOCICLETA , 18-24 , -22.176776 , -51.256355 
3312, ITABERA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , MOTOCICLETA , NAO DISPONIVEL , -24.0146772606837 , -49.1352693076943 
3313, ITAJOBI ,2017.0,3.0, MASCULINO , MADRUGADA , ATROPELAMENTO , AUTOMOVEL , 60-64 , -21.2908070358365 , -49.0378139933796 
3314, ITAPECERICA DA SERRA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 0-17 , -23.7445959551234 , -46.8997626346114 
3315, ITAPECERICA DA SERRA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , NAO DISPONIVEL , -23.6923605028246 , -46.8633276596002 
3316, ITAPECERICA DA SERRA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , AUTOMOVEL , 40-44 , -23.7285883936679 , -46.8458670043072 
3317, ITAPETININGA ,2017.0,3.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 45-49 , -23.6138866869071 , -48.0865248857611 
3318, ITAPETININGA ,2017.0,3.0, MASCULINO , NOITE , CHOQUE , MOTOCICLETA , 18-24 , -23.577412 , -48.013234 
3319, ITAPETININGA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , MOTOCICLETA , 45-49 , -23.618991667 , -48.082063889 
3320, ITAPEVA ,2017.0,3.0, MASCULINO , MANHA , COLISAO , MOTOCICLETA , 0-17 , -23.965020860006 , -48.9333901922831 
3321, ITAPEVA ,2017.0,3.0, MASCULINO , MANHA , COLISAO , MOTOCICLETA , 0-17 , -23.965020860006 , -48.9333901922831 
3322, ITAPEVA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , CAMINHAO , 55-59 , -23.99872778591 , -48.9417884528346 
3323, ITAPEVI ,2017.0,3.0, FEMININO , MANHA , ATROPELAMENTO , PEDESTRE , 65-69 , -23.550578 , -46.938013 
3324, ITAPIRA ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , COLISAO , MOTOCICLETA , 50-54 , -22.452900000 , -46.807800000 
3325, ITAPIRA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , MOTOCICLETA , 18-24 , -22.394500000 , -46.746800000 
3326, ITAPIRA ,2017.0,3.0, MASCULINO , TARDE , OUTROS , CAMINHAO , 60-64 , -22.404317 , -46.82941 
3327, ITAPIRAPUA PAULISTA ,2017.0,3.0, MASCULINO , MANHA , COLISAO , AUTOMOVEL , 70-74 , -24.483994 , -49.220317 
3328, ITAPOLIS ,2017.0,3.0, MASCULINO , MANHA , COLISAO , AUTOMOVEL , 18-24 , -21.5130283584119 , -48.670259971144 
3329, ITAPUI ,2017.0,3.0, MASCULINO , NOITE , COLISAO , MOTOCICLETA , 45-49 , -22.297947 , -48.692094 
3330, ITAQUAQUECETUBA ,2017.0,3.0, FEMININO , MADRUGADA , OUTROS , MOTOCICLETA , 18-24 , -23.4979090320441 , -46.3550180407803 
3331, ITAQUAQUECETUBA ,2017.0,3.0, MASCULINO , MADRUGADA , OUTROS , MOTOCICLETA , 25-29 , -23.4979090320441 , -46.3550180407803 
3332, ITAQUAQUECETUBA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 40-44 , -23.4932452520234 , -46.3603343943553 
3333, ITAQUAQUECETUBA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 35-39 , -23.480216 , -46.352207 
3334, ITAQUAQUECETUBA ,2017.0,3.0, MASCULINO , TARDE , NAO DISPONIVEL , NAO DISPONIVEL , 50-54 , -23.498907 , -46.349669 
3335, ITARARE ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , ATROPELAMENTO , PEDESTRE , 40-44 ,-24.1154257946910 ,-49.3626848985541 
3336, ITATIBA ,2017.0,3.0, MASCULINO , MANHA , NAO DISPONIVEL , MOTOCICLETA , 35-39 , -23.0210846152019 , -46.8424095188089 
3337, ITATIBA ,2017.0,3.0, MASCULINO , NOITE , OUTROS , MOTOCICLETA , 18-24 , -23.026342 , -46.83826 
3338, ITIRAPINA ,2017.0,3.0, MASCULINO , MANHA , COLISAO , MOTOCICLETA , 25-29 , -22.255420000 , -47.845280000 
3339, ITU ,2017.0,3.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 40-44 , -23.3723052787289 , -47.3233143416388 
3340, ITU ,2017.0,3.0, MASCULINO , MADRUGADA , CHOQUE , AUTOMOVEL , 18-24 , -23.262293 , -47.29304 
3341, ITU ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , ATROPELAMENTO , PEDESTRE , 60-64 , -23.415683481 , -47.257704264 
3342, ITU ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , COLISAO , BICICLETA , 40-44 , NAO DISPONIVEL , NAO DISPONIVEL 
3343, ITU ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 0-17 , -23.2553441451685 , -47.2089214852909 
3344, ITUVERAVA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , NAO DISPONIVEL , -20.254637757016 , -47.8591431710207 
3345, JACAREI ,2017.0,3.0, MASCULINO , MANHA , COLISAO , BICICLETA , 35-39 , -23.2750683308149 , -45.9745098358722 
3346, JAGUARIUNA ,2017.0,3.0, MASCULINO , NOITE , OUTROS , CAMINHAO , 45-49 , -22.7090187624178 , -46.97074173318 
3347, JAGUARIUNA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , MOTOCICLETA , 25-29 , -22.701184 , -46.982716 
3348, JALES ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 80 ou mais , -20.2605815537483 , -50.5475222316054 
3349, JAU ,2017.0,3.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 0-17 , -22.328668 , -48.545815 
3350, JAU ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 30-34 , -22.3658347540383 , -48.5166663394675 
3351, JAU ,2017.0,3.0, MASCULINO , TARDE , ATROPELAMENTO , PEDESTRE , 75-79 , -22.297676 , -48.556545 
3352, JOANOPOLIS ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , COLISAO , CAMINHAO , 45-49 , -23.302894015 , -46.572657367 
3353, JOANOPOLIS ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , COLISAO , CAMINHAO , 45-49 , -23.302894015 , -46.572657367 
3354, JOSE BONIFACIO ,2017.0,3.0, MASCULINO , NOITE , COLISAO , MOTOCICLETA , 55-59 , -21.113202 , -49.798848 
3355, JOSE BONIFACIO ,2017.0,3.0, MASCULINO , NOITE , OUTROS , MOTOCICLETA , 25-29 , -21.146928681912 , -49.8842630291146 
3356, JULIO MESQUITA ,2017.0,3.0, MASCULINO , MADRUGADA , COLISAO , AUTOMOVEL , 25-29 , -22.0132655173004 , -49.7671510605486 
3357, JUMIRIM ,2017.0,3.0, MASCULINO , MANHA , OUTROS , MOTOCICLETA , 25-29 , -23.0869732499249 , -47.781774059096 
3358, JUNDIAI ,2017.0,3.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , NAO DISPONIVEL ,-23.1843679762183 ,-46.9331551505733 
3359, JUNDIAI ,2017.0,3.0, FEMININO , NOITE , COLISAO , MOTOCICLETA , 25-29 , -23.163150481 , -46.877351187 
3360, JUNDIAI ,2017.0,3.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 60-64 , -23.230639000 , -46.872950000 
3361, JUNDIAI ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , NAO DISPONIVEL , NAO DISPONIVEL , 45-49 , NAO DISPONIVEL , NAO DISPONIVEL 
3362, JUNDIAI ,2017.0,3.0, MASCULINO , TARDE , OUTROS , MOTOCICLETA , 18-24 , -23.1856956290838 , -46.8633559878494 
3363, JUNDIAI ,2017.0,3.0, MASCULINO , TARDE , OUTROS , MOTOCICLETA , 35-39 , -23.279210000 , -46.848277000 
3364, LAVINIA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , BICICLETA , 75-79 , -21.16989 , -51.042083 
3365, LEME ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 35-39 , -22.148586511 , -47.411015718 
3366, LIMEIRA ,2017.0,3.0, MASCULINO , MADRUGADA , OUTROS , CAMINHAO , 55-59 , -22.542639284 , -47.460159659 
3367, LIMEIRA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 45-49 , -22.529694000 , -47.386737000 
3368, LIMEIRA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 30-34 , -22.6313069744381 , -47.293595382562 
3369, LIMEIRA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 65-69 , -22.584968 , -47.40054 
3370, LIMEIRA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , ONIBUS , 40-44 , -22.623894674 , -47.342845201 
3371, LIMEIRA ,2017.0,3.0, NAO DISPONIVEL , NOITE , NAO DISPONIVEL , AUTOMOVEL , 60-64 , -22.605426 , -47.413383 
3372, LORENA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , BICICLETA , NAO DISPONIVEL , -22.695127274379 , -45.1220914567312 
3373, LOUVEIRA ,2017.0,3.0, MASCULINO , MANHA , COLISAO , MOTOCICLETA , 18-24 , -23.087892 , -46.964628 
3374, LUTECIA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , BICICLETA , 60-64 , -22.3582634038038 , -50.4249608424366 
3375, MACATUBA ,2017.0,3.0, FEMININO , MADRUGADA , COLISAO , AUTOMOVEL , 30-34 , -22.4426875286431 , -48.728010278979 
3376, MACATUBA ,2017.0,3.0, MASCULINO , MADRUGADA , COLISAO , AUTOMOVEL , 60-64 , -22.4426875286431 , -48.728010278979 
3377, MAIRIPORA ,2017.0,3.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 25-29 , -23.309298 , -46.573756 
3378, MARILIA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , MOTOCICLETA , 25-29 , -22.238119792275 , -49.9743549781923 
3379, MARILIA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , AUTOMOVEL , 70-74 , -22.1744499804704 , -49.9797287150338 
3380, MAUA ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , OUTROS , MOTOCICLETA , 0-17 , -23.661934 , -46.459326 
3381, MIGUELOPOLIS ,2017.0,3.0, MASCULINO , MANHA , COLISAO , MOTOCICLETA , 55-59 , -20.19982 , -48.034383 
3382, MIRASSOL ,2017.0,3.0, FEMININO , TARDE , COLISAO , AUTOMOVEL , 50-54 , -20.9397220088327 , -49.5256490221104 
3383, MIRASSOL ,2017.0,3.0, MASCULINO , TARDE , COLISAO , AUTOMOVEL , 55-59 , -20.9397220088327 , -49.5256490221104 
3384, MIRASSOL ,2017.0,3.0, MASCULINO , TARDE , OUTROS , MOTOCICLETA , 30-34 , -20.8084753979999 , -49.5071197669999 
3385, MOCOCA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 0-17 , NAO DISPONIVEL , NAO DISPONIVEL 
3386, MOGI DAS CRUZES ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 40-44 , -23.6127871181992 , -46.2552170775933 
3387, MOGI DAS CRUZES ,2017.0,3.0, MASCULINO , TARDE , ATROPELAMENTO , PEDESTRE , 55-59 , -23.561915 , -46.186609 
3388, MOGI GUACU ,2017.0,3.0, FEMININO , MANHA , ATROPELAMENTO , PEDESTRE , 55-59 , -22.397327 , -46.947505 
3389, MOGI GUACU ,2017.0,3.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 25-29 , -22.3394301984529 , -46.9578707085861 
3390, MOGI GUACU ,2017.0,3.0, MASCULINO , NOITE , OUTROS , AUTOMOVEL , 0-17 , -22.315533 , -46.842863 
3391, MOGI MIRIM ,2017.0,3.0, MASCULINO , MANHA , OUTROS , CAMINHAO , 40-44 , -22.5003578458473 , -46.9843105662574 
3392, MONGAGUA ,2017.0,3.0, FEMININO , NOITE , OUTROS , AUTOMOVEL , 75-79 , -24.1125575927223 , -46.6594679410749 
3393, MONTE ALTO ,2017.0,3.0, MASCULINO , MANHA , COLISAO , BICICLETA , 18-24 , -21.2611011465309 , -48.4564711308182 
3394, MONTE AZUL PAULISTA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 35-39 , -20.8951525582984 , -48.6212802195189 
3395, NOVA INDEPENDENCIA ,2017.0,3.0, MASCULINO , NOITE , COLISAO , AUTOMOVEL , 30-34 , -21.1708350546472 , -51.4789446672389 
3396, OLIMPIA ,2017.0,3.0, MASCULINO , MANHA , COLISAO , BICICLETA , 0-17 , -20.729332 , -48.911618 
3397, OLIMPIA ,2017.0,3.0, MASCULINO , TARDE , COLISAO , AUTOMOVEL , 50-54 , -20.7013950181595 , -48.9414149621808 
3398, ONDA VERDE ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , COLISAO , MOTOCICLETA , 25-29 , -20.658046506566 , -49.3411761193429 
3399, ORIENTE ,2017.0,3.0, MASCULINO , MADRUGADA , COLISAO , MOTOCICLETA , 25-29 , -22.1418868485238 , -50.1087354067493 
3400, ORINDIUVA ,2017.0,3.0, MASCULINO , MANHA , OUTROS , MOTOCICLETA , 40-44 , -20.1285260553544 , -49.3392973365519 
3401, OSASCO ,2017.0,3.0, FEMININO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 80 ou mais , NAO DISPONIVEL , NAO DISPONIVEL 
3402, OSASCO ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 65-69 , -23.494942 , -46.797996 
3403, OSASCO ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 75-79 , -23.551544 , -46.779069 
3404, OSASCO ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , NAO DISPONIVEL , -23.520242770653 , -46.7793461131595 
3405, OSASCO ,2017.0,3.0, MASCULINO , NOITE , COLISAO , MOTOCICLETA , 0-17 , -23.529472 , -46.805763 
3406, OSASCO ,2017.0,3.0, MASCULINO , TARDE , CHOQUE , AUTOMOVEL , 40-44 , -23.5211397813043 , -46.7850844013261 
3407, OSASCO ,2017.0,3.0, MASCULINO , TARDE , CHOQUE , AUTOMOVEL , 75-79 , -23.560372 , -46.787643 
3408, OURINHOS ,2017.0,3.0, MASCULINO , NOITE , COLISAO , BICICLETA , 60-64 , -22.982755 , -49.865246 
3409, PALMEIRA D OESTE ,2017.0,3.0, FEMININO , TARDE , OUTROS , AUTOMOVEL , 50-54 , -20.406975321 , -50.764551620 
3410, PARIQUERA-ACU ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 18-24 , -24.7256022945245 , -47.8774003233631 
3411, PAULINIA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 45-49 , -22.7398416300272 , -47.1585907007827 
3412, PEDERNEIRAS ,2017.0,3.0, MASCULINO , NOITE , OUTROS , AUTOMOVEL , 45-49 , -22.330490000 , -48.919600000 
3413, PEDREIRA ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , COLISAO , MOTOCICLETA , 18-24 , -22.7409280869999 , -46.8955849989999 
3414, PEREIRA BARRETO ,2017.0,3.0, MASCULINO , NOITE , COLISAO , BICICLETA , 50-54 , -20.630524 , -51.101841 
3415, PERUIBE ,2017.0,3.0, FEMININO , TARDE , COLISAO , MOTOCICLETA , 18-24 , -24.285179 , -46.965883 
3416, PERUIBE ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , NAO DISPONIVEL , -24.2628461075935 , -46.9494944494391 
3417, PIEDADE ,2017.0,3.0, MASCULINO , MANHA , COLISAO , MOTOCICLETA , 35-39 , -23.7590418959791 , -47.4639464832349 
3418, PIEDADE ,2017.0,3.0, MASCULINO , NAO DISPONIVEL , COLISAO , MOTOCICLETA , 25-29 , -23.794232 , -47.569913 
3419, PILAR DO SUL ,2017.0,3.0, MASCULINO , TARDE , COLISAO , MOTOCICLETA , 35-39 , -23.8265819595581 , -47.7068866968677 
3420, PINDAMONHANGABA ,2017.0,3.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 50-54 , -22.9695167869077 , -45.4387591756552 
3421, PIRACICABA ,2017.0,3.0, MASCULINO , MADRUGADA , CHOQUE , AUTOMOVEL , 18-24 , -22.7337511819453 , -47.5526913909356 
3422, PIRACICABA ,2017.0,3.0, MASCULINO , MANHA , COLISAO , BICICLETA , 75-79 , -22.6577759333842 , -47.7869150354638 
